Asset_ID	Plant	Department	Machine_Type	Asset_Name	Installation_Year	Maintenance_Date	Maintenance_Type	Failure_Type	Downtime_Hours	Repair_Cost_INR	Technician	Priority	Work_Order_Status	Asset_Status	Spare_Part_Used	Repair_Time_Hours	Asset_Age_Years
AST1506	Bengaluru	Assembly	CNC Machine	Machine-506	2016	2026-02-22	Preventive	No Failure	10	10152	Priya	High	In Progress	Under Maintenance	None	6.6	10
AST1507	Hyderabad	Assembly	Robot Arm	Machine-507	2018	2026-02-18	Corrective	Electrical Fault	11.8	28480	Meena	High	Pending	Idle	Sensor	5.1	8
AST1508	Bengaluru	Utilities	Boiler	Machine-508	2024	2026-06-28	Preventive	Electrical Fault	2.8	21586	Kumar	High	Completed	Under Maintenance	Sensor	9.7	2
AST1509	Pune	Packaging	Boiler	Machine-509	2014	2026-02-07	Predictive	Electrical Fault	16.7	36582	Anil	Medium	Completed	Idle	None	9.1	12
AST1510	Chennai	Assembly	Conveyor	Machine-510	2016	2026-02-11	Predictive	Electrical Fault	2.7	18566	Anil	Medium	Completed	Idle	None	0.8	10
AST1511	Chennai	Packaging	Boiler	Machine-511	2019	2026-03-30	Corrective	Motor Failure	9.8	9461	Ravi	Critical	In Progress	Active	Valve	9.3	7
AST1512	Bengaluru	Utilities	CNC Machine	Machine-512	2016	2026-01-02	Corrective	Sensor Fault	8.8	20494	Meena	Medium	Pending	Idle	Valve	3.7	10
AST1513	Vizag	Assembly	Compressor	Machine-513	2015	2026-07-07	Corrective	Bearing Failure	5.9	27821	Meena	Medium	In Progress	Under Maintenance	Bearing	3.6	11
AST1514	Chennai	Utilities	Generator	Machine-514	2023	2026-06-14	Preventive	Sensor Fault	3.9	6978	Meena	Critical	Pending	Idle	Bearing	9.8	3
AST1515	Vizag	Packaging	Generator	Machine-515	2020	2026-02-19	Corrective	Bearing Failure	16.4	25162	Priya	Medium	Pending	Under Maintenance	Sensor	4.2	6
AST1516	Pune	Packaging	CNC Machine	Machine-516	2014	2026-03-14	Predictive	Electrical Fault	2	30612	Rahul	Critical	In Progress	Under Maintenance	Motor	8.2	12
AST1517	Vizag	Production	Robot Arm	Machine-517	2020	2026-07-06	Corrective	Bearing Failure	3	21372	Priya	High	Completed	Idle	Valve	1.3	6
AST1518	Pune	Quality	Compressor	Machine-518	2020	2026-06-13	Corrective	No Failure	10.4	10473	Kumar	Medium	In Progress	Under Maintenance	Belt	5.2	6
AST1519	Pune	Quality	Generator	Machine-519	2018	2026-05-30	Corrective	Motor Failure	1	1660	Kumar	High	In Progress	Idle	None	5	8
AST1520	Pune	Quality	Compressor	Machine-520	2024	2026-06-20	Preventive	No Failure	11.8	3364	Ravi	High	In Progress	Active	Belt	7.6	2
AST1521	Bengaluru	Quality	Robot Arm	Machine-521	2023	2026-05-04	Preventive	No Failure	8.8	9337	Anil	Low	In Progress	Active	Belt	1.1	3
AST1522	Chennai	Packaging	Compressor	Machine-522	2019	2026-04-29	Preventive	Sensor Fault	7.8	24829	Ravi	High	In Progress	Idle	None	9.4	7
AST1523	Chennai	Assembly	Generator	Machine-523	2022	2026-02-19	Corrective	Electrical Fault	6.1	22223	Rahul	High	In Progress	Idle	None	7	4
AST1524	Bengaluru	Packaging	Robot Arm	Machine-524	2015	2026-05-17	Preventive	Motor Failure	9.6	25945	Priya	Critical	In Progress	Active	Bearing	2.6	11
AST1525	Chennai	Utilities	Generator	Machine-525	2022	2026-02-26	Corrective	Electrical Fault	15.3	37617	Rahul	Low	In Progress	Under Maintenance	Bearing	1.6	4
AST1526	Vizag	Packaging	CNC Machine	Machine-526	2016	2026-01-05	Corrective	Motor Failure	14.8	40667	Meena	High	Completed	Idle	Sensor	0.8	10
AST1527	Chennai	Production	Pump	Machine-527	2015	2026-02-26	Preventive	Motor Failure	4.2	6651	Priya	Low	Completed	Active	Valve	7.7	11
AST1528	Hyderabad	Assembly	Robot Arm	Machine-528	2014	2026-02-20	Corrective	Electrical Fault	1.5	9293	Anil	Low	Completed	Under Maintenance	None	0.6	12
AST1529	Hyderabad	Utilities	Compressor	Machine-529	2015	2026-07-20	Corrective	Motor Failure	3.7	24538	Ravi	Low	Completed	Idle	Sensor	9.5	11
AST1530	Chennai	Utilities	Robot Arm	Machine-530	2019	2026-04-01	Corrective	Motor Failure	9.3	5978	Ravi	Low	Pending	Active	None	2.3	7
AST1531	Bengaluru	Assembly	Pump	Machine-531	2018	2026-02-13	Preventive	Motor Failure	16.6	32610	Anil	Medium	In Progress	Idle	Bearing	2.2	8
AST1532	Vizag	Production	Generator	Machine-532	2019	2026-04-08	Preventive	Bearing Failure	13.8	22096	Ravi	Critical	Completed	Idle	Motor	5.2	7
AST1533	Pune	Utilities	Pump	Machine-533	2019	2026-06-30	Preventive	Sensor Fault	9.1	26717	Anil	Critical	Pending	Idle	Sensor	7	7
AST1534	Bengaluru	Quality	CNC Machine	Machine-534	2021	2026-02-27	Predictive	Overheating	3.8	6061	Priya	High	Completed	Active	None	5.2	5
AST1535	Vizag	Utilities	Pump	Machine-535	2015	2026-04-12	Corrective	Bearing Failure	3	27755	Rahul	Low	Pending	Active	Bearing	4	11
AST1536	Chennai	Utilities	Robot Arm	Machine-536	2017	2026-03-28	Predictive	Bearing Failure	4.6	29333	Rahul	Critical	In Progress	Idle	Belt	6.1	9
AST1537	Pune	Quality	Pump	Machine-537	2024	2026-04-13	Corrective	Overheating	17.8	35016	Anil	Medium	In Progress	Active	Bearing	2.9	2
AST1538	Chennai	Assembly	Conveyor	Machine-538	2021	2026-03-01	Corrective	Bearing Failure	9.2	3253	Kumar	Critical	Pending	Idle	Sensor	2	5
AST1539	Hyderabad	Assembly	Pump	Machine-539	2023	2026-06-09	Corrective	Overheating	14.4	14733	Anil	Critical	In Progress	Idle	Sensor	5.7	3
AST1540	Hyderabad	Assembly	Boiler	Machine-540	2022	2026-05-20	Predictive	Bearing Failure	7.2	22114	Priya	Critical	In Progress	Active	Bearing	2.2	4
AST1541	Pune	Production	Boiler	Machine-541	2024	2026-07-19	Preventive	Sensor Fault	13	33445	Ravi	Critical	Pending	Idle	None	5.6	2
AST1542	Bengaluru	Production	Generator	Machine-542	2021	2026-05-02	Preventive	Sensor Fault	9.2	26259	Meena	High	In Progress	Under Maintenance	Bearing	0.8	5
AST1543	Pune	Packaging	Robot Arm	Machine-543	2014	2026-02-02	Corrective	Bearing Failure	13.9	42470	Anil	Critical	Completed	Under Maintenance	Sensor	9.9	12
AST1544	Hyderabad	Production	Compressor	Machine-544	2020	2026-03-31	Preventive	Sensor Fault	10.9	5792	Anil	Low	In Progress	Active	Bearing	5.6	6
AST1545	Vizag	Utilities	Generator	Machine-545	2014	2026-04-28	Predictive	Sensor Fault	0.9	32282	Meena	Low	In Progress	Under Maintenance	Belt	4.2	12
AST1546	Vizag	Assembly	Pump	Machine-546	2023	2026-01-26	Corrective	Sensor Fault	9.2	23752	Kumar	High	In Progress	Under Maintenance	Motor	5.2	3
AST1547	Chennai	Packaging	CNC Machine	Machine-547	2015	2026-05-18	Preventive	Electrical Fault	7.5	16303	Meena	Low	Pending	Idle	Bearing	6.1	11
AST1548	Bengaluru	Utilities	Boiler	Machine-548	2018	2026-01-18	Preventive	Sensor Fault	14.4	44199	Anil	High	In Progress	Idle	Belt	3.5	8
AST1549	Pune	Utilities	Generator	Machine-549	2020	2026-04-13	Preventive	Electrical Fault	3.7	2719	Rahul	Medium	Pending	Under Maintenance	Motor	6.8	6
AST1550	Pune	Utilities	Robot Arm	Machine-550	2025	2026-04-30	Corrective	Overheating	16.9	42575	Ravi	Medium	In Progress	Under Maintenance	Motor	2.8	1
AST1551	Pune	Quality	Boiler	Machine-551	2025	2026-06-25	Preventive	Bearing Failure	11.6	28529	Anil	High	Pending	Active	Sensor	7	1
AST1552	Chennai	Assembly	Compressor	Machine-552	2017	2026-04-14	Preventive	Motor Failure	14.4	21851	Priya	Critical	Pending	Under Maintenance	Valve	6.6	9
AST1553	Chennai	Packaging	Compressor	Machine-553	2014	2026-02-21	Preventive	Sensor Fault	12	13033	Rahul	Low	Pending	Under Maintenance	Bearing	1	12
AST1554	Bengaluru	Packaging	Robot Arm	Machine-554	2015	2026-03-22	Preventive	Overheating	16.2	44585	Ravi	Critical	Pending	Active	Motor	1.6	11
AST1555	Hyderabad	Utilities	Pump	Machine-555	2025	2026-05-09	Corrective	Electrical Fault	4.9	7414	Kumar	Low	In Progress	Under Maintenance	Belt	7.5	1
AST1556	Chennai	Quality	Compressor	Machine-556	2025	2026-07-10	Preventive	Motor Failure	4.2	19492	Priya	Critical	In Progress	Idle	Bearing	5.2	1
AST1557	Hyderabad	Packaging	Generator	Machine-557	2019	2026-06-29	Preventive	No Failure	4.8	19701	Kumar	High	In Progress	Idle	Sensor	8.3	7
AST1558	Bengaluru	Assembly	Robot Arm	Machine-558	2014	2026-06-15	Corrective	Bearing Failure	12.6	17207	Anil	Critical	In Progress	Idle	None	3.9	12
AST1559	Bengaluru	Production	Robot Arm	Machine-559	2024	2026-02-01	Preventive	Bearing Failure	16.4	27254	Anil	High	Completed	Active	Sensor	2.5	2
AST1560	Pune	Quality	Robot Arm	Machine-560	2016	2026-04-23	Preventive	Bearing Failure	14.9	33723	Priya	Critical	In Progress	Idle	Valve	8.8	10
AST1561	Pune	Utilities	Conveyor	Machine-561	2015	2026-02-11	Preventive	Electrical Fault	13.3	37395	Rahul	High	In Progress	Idle	Bearing	7.7	11
AST1562	Chennai	Quality	Robot Arm	Machine-562	2024	2026-06-14	Corrective	Bearing Failure	7.5	42676	Anil	High	Pending	Active	Bearing	2	2
AST1563	Chennai	Utilities	Pump	Machine-563	2022	2026-07-02	Preventive	Sensor Fault	8.4	10249	Anil	Medium	Pending	Idle	Sensor	8.1	4
AST1564	Vizag	Packaging	Compressor	Machine-564	2017	2026-01-22	Preventive	Overheating	17	38881	Kumar	Low	Completed	Idle	None	6.3	9
AST1565	Vizag	Production	CNC Machine	Machine-565	2017	2026-01-23	Corrective	Motor Failure	1.4	42001	Priya	High	Completed	Active	Sensor	2.1	9
AST1566	Hyderabad	Utilities	Boiler	Machine-566	2023	2026-01-31	Corrective	Overheating	15	33884	Ravi	Medium	Pending	Active	Motor	9.5	3
AST1567	Vizag	Quality	Compressor	Machine-567	2018	2026-03-15	Preventive	Motor Failure	11	20044	Rahul	Medium	In Progress	Active	Valve	8	8
AST1568	Pune	Production	Generator	Machine-568	2014	2026-03-16	Preventive	Motor Failure	7	43917	Priya	Low	Completed	Under Maintenance	Motor	8.8	12
AST1569	Chennai	Quality	Pump	Machine-569	2025	2026-04-12	Preventive	Electrical Fault	5	7744	Meena	Low	Completed	Under Maintenance	Motor	5	1
AST1570	Bengaluru	Assembly	Conveyor	Machine-570	2019	2026-06-05	Preventive	Electrical Fault	7.2	27366	Rahul	High	Completed	Idle	Bearing	6	7
AST1571	Bengaluru	Quality	CNC Machine	Machine-571	2018	2026-02-13	Predictive	Motor Failure	2.1	36261	Priya	Medium	In Progress	Active	Sensor	0.9	8
AST1572	Pune	Packaging	Boiler	Machine-572	2016	2026-05-08	Preventive	Sensor Fault	11.2	18785	Meena	High	In Progress	Active	Sensor	7.5	10
AST1573	Chennai	Utilities	Robot Arm	Machine-573	2021	2026-07-15	Predictive	No Failure	14.5	4987	Kumar	Medium	Completed	Active	Motor	0.8	5
AST1574	Vizag	Quality	Conveyor	Machine-574	2018	2026-02-11	Predictive	Overheating	1.2	24864	Rahul	Critical	In Progress	Under Maintenance	Bearing	8.5	8
AST1575	Pune	Assembly	Compressor	Machine-575	2016	2026-02-01	Predictive	Motor Failure	15.1	34840	Anil	Medium	Pending	Active	Belt	7.8	10
AST1576	Hyderabad	Production	Robot Arm	Machine-576	2016	2026-04-17	Preventive	Bearing Failure	16	3201	Anil	Low	In Progress	Under Maintenance	Belt	9.3	10
AST1577	Chennai	Assembly	Conveyor	Machine-577	2015	2026-03-24	Preventive	No Failure	12	31256	Rahul	High	Pending	Idle	Bearing	3.6	11
AST1578	Bengaluru	Quality	CNC Machine	Machine-578	2014	2026-06-17	Predictive	No Failure	16.4	38800	Kumar	Medium	Completed	Idle	Sensor	3.6	12
AST1579	Hyderabad	Utilities	Generator	Machine-579	2014	2026-07-10	Preventive	Overheating	5	17233	Priya	Low	Completed	Active	Motor	4.2	12
AST1580	Chennai	Assembly	CNC Machine	Machine-580	2020	2026-03-14	Preventive	Overheating	13.4	21822	Rahul	Medium	In Progress	Idle	Bearing	8.4	6
AST1581	Vizag	Quality	Boiler	Machine-581	2022	2026-02-21	Preventive	Electrical Fault	11	7412	Priya	High	Pending	Active	Valve	6.5	4
AST1582	Bengaluru	Packaging	Boiler	Machine-582	2015	2026-01-11	Corrective	No Failure	12.5	11662	Priya	Low	In Progress	Under Maintenance	Valve	1.3	11
AST1583	Chennai	Production	Pump	Machine-583	2021	2026-03-18	Predictive	Motor Failure	9.7	20864	Meena	Low	Pending	Active	Bearing	5.4	5
AST1584	Vizag	Assembly	Boiler	Machine-584	2022	2026-04-19	Corrective	Electrical Fault	14.7	24795	Anil	Low	Pending	Active	Bearing	7.5	4
AST1585	Chennai	Quality	Conveyor	Machine-585	2021	2026-02-15	Preventive	No Failure	5.7	39983	Rahul	Critical	Pending	Under Maintenance	Belt	8.2	5
AST1586	Chennai	Production	Compressor	Machine-586	2019	2026-07-27	Preventive	Electrical Fault	5	8468	Priya	Low	Completed	Under Maintenance	Bearing	0.6	7
AST1587	Vizag	Quality	Robot Arm	Machine-587	2024	2026-05-03	Corrective	No Failure	11	33397	Anil	High	Pending	Idle	None	6.9	2
AST1588	Chennai	Production	Conveyor	Machine-588	2018	2026-01-23	Preventive	Bearing Failure	12.7	13835	Ravi	Medium	In Progress	Idle	Motor	6.7	8
AST1589	Bengaluru	Production	Conveyor	Machine-589	2020	2026-06-10	Preventive	Overheating	3.1	29148	Ravi	Low	Completed	Active	None	7.2	6
AST1590	Hyderabad	Quality	Generator	Machine-590	2021	2026-05-01	Preventive	Sensor Fault	10.5	27172	Ravi	High	Completed	Active	None	8.6	5
AST1591	Vizag	Utilities	Generator	Machine-591	2020	2026-04-17	Corrective	Sensor Fault	1.1	27693	Priya	Critical	Completed	Idle	Bearing	5.5	6
AST1592	Pune	Utilities	Conveyor	Machine-592	2020	2026-05-28	Preventive	No Failure	7.8	32520	Ravi	Critical	Pending	Idle	Sensor	4.8	6
AST1593	Chennai	Packaging	Pump	Machine-593	2020	2026-01-06	Preventive	Sensor Fault	8.2	34768	Kumar	High	Pending	Idle	None	5	6
AST1594	Vizag	Quality	Robot Arm	Machine-594	2018	2026-07-05	Predictive	No Failure	13.4	32454	Kumar	Medium	In Progress	Idle	None	1.3	8
AST1595	Chennai	Production	Compressor	Machine-595	2021	2026-02-03	Corrective	Bearing Failure	14.4	33856	Anil	Medium	Completed	Idle	Bearing	10	5
AST1596	Pune	Production	Compressor	Machine-596	2019	2026-03-08	Corrective	Electrical Fault	1.1	5672	Anil	Critical	Completed	Idle	Motor	1.6	7
AST1597	Pune	Packaging	Robot Arm	Machine-597	2017	2026-05-05	Preventive	Bearing Failure	14	38005	Anil	Medium	Pending	Idle	Belt	6.9	9
AST1598	Vizag	Quality	Robot Arm	Machine-598	2025	2026-01-13	Corrective	Bearing Failure	14.2	41454	Ravi	Low	Pending	Active	Motor	6.5	1
AST1599	Chennai	Packaging	Pump	Machine-599	2017	2026-04-03	Preventive	Electrical Fault	9.2	8007	Kumar	High	In Progress	Active	Bearing	8.6	9
AST1600	Hyderabad	Production	Robot Arm	Machine-600	2021	2026-04-17	Corrective	Sensor Fault	5.5	12723	Ravi	High	In Progress	Idle	Valve	3.9	5
AST1601	Chennai	Utilities	Boiler	Machine-601	2024	2026-03-04	Corrective	Motor Failure	14.5	28593	Priya	Critical	Pending	Idle	Sensor	9.5	2
AST1602	Hyderabad	Utilities	Conveyor	Machine-602	2021	2026-02-07	Preventive	Sensor Fault	7.5	12269	Priya	Low	In Progress	Active	None	9.3	5
AST1603	Hyderabad	Utilities	CNC Machine	Machine-603	2016	2026-05-28	Preventive	No Failure	12.8	21444	Rahul	High	In Progress	Active	Sensor	9.1	10
AST1604	Vizag	Quality	Pump	Machine-604	2023	2026-02-07	Preventive	Electrical Fault	11.4	42013	Rahul	Critical	Pending	Under Maintenance	None	4.3	3
AST1605	Hyderabad	Assembly	Generator	Machine-605	2017	2026-03-19	Preventive	No Failure	13.1	9757	Meena	High	Completed	Active	Belt	5.7	9
AST1606	Chennai	Assembly	Conveyor	Machine-606	2022	2026-03-29	Predictive	Electrical Fault	10.9	17316	Anil	Critical	Pending	Active	None	1.1	4
AST1607	Bengaluru	Packaging	Conveyor	Machine-607	2019	2026-03-08	Preventive	No Failure	17	30908	Anil	Low	In Progress	Under Maintenance	Motor	8.2	7
AST1608	Bengaluru	Utilities	Compressor	Machine-608	2023	2026-05-25	Preventive	Sensor Fault	12.2	39036	Rahul	Medium	Pending	Under Maintenance	Belt	7.5	3
AST1609	Bengaluru	Utilities	Compressor	Machine-609	2015	2026-03-25	Corrective	Sensor Fault	8.5	11104	Rahul	Critical	In Progress	Active	Bearing	1.1	11
AST1610	Chennai	Quality	Conveyor	Machine-610	2016	2026-05-02	Preventive	Electrical Fault	7.5	38132	Meena	Critical	In Progress	Idle	Valve	6.5	10
AST1611	Vizag	Quality	Robot Arm	Machine-611	2021	2026-06-26	Preventive	Electrical Fault	2.7	31496	Kumar	Low	Pending	Active	Valve	5	5
AST1612	Bengaluru	Packaging	Conveyor	Machine-612	2025	2026-02-10	Corrective	Overheating	2.4	25721	Meena	High	Completed	Idle	Motor	1.6	1
AST1613	Pune	Packaging	Boiler	Machine-613	2018	2026-04-06	Preventive	Motor Failure	3	40141	Priya	Low	In Progress	Under Maintenance	Motor	2.2	8
AST1614	Hyderabad	Assembly	Generator	Machine-614	2025	2026-05-06	Preventive	Bearing Failure	7.8	39056	Anil	Critical	In Progress	Under Maintenance	Valve	8.4	1
AST1615	Chennai	Utilities	Pump	Machine-615	2023	2026-02-03	Preventive	Overheating	12.2	11263	Rahul	High	Completed	Idle	None	6.4	3
AST1616	Vizag	Packaging	Generator	Machine-616	2020	2026-03-01	Preventive	No Failure	16.1	19678	Rahul	Low	Completed	Idle	Bearing	5.9	6
AST1617	Bengaluru	Assembly	Pump	Machine-617	2025	2026-03-21	Corrective	Motor Failure	17.2	37009	Meena	Low	Pending	Idle	Motor	7.6	1
AST1618	Hyderabad	Utilities	Compressor	Machine-618	2022	2026-01-05	Predictive	Sensor Fault	14.3	17575	Rahul	Critical	Completed	Idle	Belt	3.5	4
AST1619	Vizag	Assembly	CNC Machine	Machine-619	2023	2026-01-12	Preventive	Overheating	0.9	36096	Anil	Critical	In Progress	Active	Bearing	9.8	3
AST1620	Pune	Production	Compressor	Machine-620	2022	2026-02-13	Preventive	Bearing Failure	3.2	28191	Rahul	Medium	Completed	Idle	Sensor	2.2	4
AST1621	Pune	Quality	Conveyor	Machine-621	2025	2026-01-15	Preventive	Overheating	16.1	18403	Priya	Low	Completed	Active	Motor	7.6	1
AST1622	Vizag	Utilities	Robot Arm	Machine-622	2023	2026-03-02	Corrective	Bearing Failure	5.2	22362	Priya	Critical	Completed	Under Maintenance	Bearing	4.4	3
AST1623	Pune	Utilities	Generator	Machine-623	2017	2026-01-05	Corrective	Motor Failure	13.9	44200	Kumar	High	Pending	Under Maintenance	Valve	1.3	9
AST1624	Chennai	Production	CNC Machine	Machine-624	2024	2026-05-09	Corrective	Motor Failure	14.2	36727	Priya	Critical	Completed	Active	Valve	9.6	2
AST1625	Chennai	Assembly	Conveyor	Machine-625	2023	2026-03-16	Predictive	Overheating	5.3	17942	Rahul	Critical	In Progress	Idle	Motor	6.1	3
AST1626	Hyderabad	Production	Pump	Machine-626	2022	2026-03-14	Corrective	Bearing Failure	5.8	27406	Rahul	Low	Completed	Idle	Belt	10	4
AST1627	Bengaluru	Utilities	Robot Arm	Machine-627	2020	2026-02-23	Preventive	No Failure	17	43126	Anil	Critical	In Progress	Active	None	9.8	6
AST1628	Vizag	Utilities	CNC Machine	Machine-628	2019	2026-02-23	Preventive	No Failure	2.8	1634	Meena	Critical	Completed	Active	None	2.1	7
AST1629	Vizag	Quality	Generator	Machine-629	2022	2026-06-28	Preventive	No Failure	11.9	36800	Ravi	Critical	Pending	Active	Sensor	9.7	4
AST1630	Pune	Quality	Compressor	Machine-630	2020	2026-06-03	Corrective	No Failure	17.7	9676	Priya	High	Completed	Under Maintenance	Bearing	2.6	6
AST1631	Pune	Packaging	Compressor	Machine-631	2014	2026-07-14	Preventive	Electrical Fault	11.4	15993	Kumar	Critical	In Progress	Active	Sensor	5.2	12
AST1632	Bengaluru	Production	Conveyor	Machine-632	2025	2026-06-30	Preventive	No Failure	7.4	19676	Meena	Critical	Completed	Idle	Motor	6.8	1
AST1633	Bengaluru	Utilities	Compressor	Machine-633	2023	2026-06-22	Preventive	Motor Failure	13.6	9851	Anil	Medium	Pending	Idle	Sensor	2.3	3
AST1634	Bengaluru	Utilities	CNC Machine	Machine-634	2024	2026-01-06	Corrective	Overheating	0.5	29491	Rahul	Low	In Progress	Under Maintenance	Valve	3.1	2
AST1635	Vizag	Quality	CNC Machine	Machine-635	2024	2026-05-13	Corrective	Bearing Failure	16	16215	Ravi	High	In Progress	Idle	Valve	3.5	2
AST1636	Pune	Assembly	Generator	Machine-636	2020	2026-02-19	Corrective	No Failure	4.4	29275	Ravi	Medium	Completed	Active	Sensor	3.5	6
AST1637	Hyderabad	Assembly	Boiler	Machine-637	2024	2026-06-10	Preventive	Bearing Failure	10.9	42545	Anil	High	Completed	Active	Valve	2.8	2
AST1638	Pune	Utilities	Robot Arm	Machine-638	2019	2026-01-14	Preventive	Bearing Failure	14.1	42103	Priya	Low	Pending	Under Maintenance	Belt	1.7	7
AST1639	Vizag	Packaging	Robot Arm	Machine-639	2014	2026-01-09	Corrective	Motor Failure	1.6	30461	Ravi	High	Pending	Idle	Valve	1.1	12
AST1640	Bengaluru	Assembly	CNC Machine	Machine-640	2024	2026-01-15	Corrective	Overheating	2.2	28442	Kumar	Low	In Progress	Under Maintenance	Valve	8.1	2
AST1641	Hyderabad	Packaging	Pump	Machine-641	2023	2026-06-08	Predictive	Bearing Failure	8.4	23008	Meena	Medium	Completed	Active	Bearing	6.2	3
AST1642	Chennai	Utilities	Compressor	Machine-642	2015	2026-06-01	Corrective	Sensor Fault	6.7	33048	Rahul	Critical	Completed	Active	Motor	8.1	11
AST1643	Pune	Utilities	Boiler	Machine-643	2014	2026-02-02	Corrective	No Failure	13.7	21894	Meena	Medium	Completed	Under Maintenance	Sensor	6.2	12
AST1644	Hyderabad	Utilities	Generator	Machine-644	2018	2026-04-05	Corrective	Motor Failure	1.5	34733	Meena	Low	In Progress	Under Maintenance	Motor	9.8	8
AST1645	Hyderabad	Packaging	Compressor	Machine-645	2024	2026-02-21	Corrective	No Failure	12.6	32131	Meena	High	Pending	Idle	Sensor	6.4	2
AST1646	Chennai	Assembly	Boiler	Machine-646	2020	2026-03-26	Predictive	Bearing Failure	9.2	1742	Rahul	Medium	Pending	Active	Valve	6.4	6
AST1647	Pune	Quality	Compressor	Machine-647	2017	2026-05-04	Preventive	Bearing Failure	6.8	6332	Anil	Low	Pending	Active	Motor	3.3	9
AST1648	Bengaluru	Packaging	Conveyor	Machine-648	2017	2026-06-11	Predictive	Motor Failure	4	12912	Kumar	High	Pending	Active	Sensor	8.6	9
AST1649	Chennai	Assembly	Compressor	Machine-649	2017	2026-02-15	Corrective	Bearing Failure	0.9	10494	Priya	Low	In Progress	Active	Sensor	4.8	9
AST1650	Pune	Production	Generator	Machine-650	2019	2026-07-27	Predictive	Electrical Fault	15.9	5784	Ravi	Medium	Completed	Active	Motor	5.6	7
AST1651	Pune	Utilities	Boiler	Machine-651	2025	2026-04-06	Predictive	Motor Failure	16.6	41872	Meena	Medium	Pending	Under Maintenance	Motor	3.6	1
AST1652	Pune	Production	Robot Arm	Machine-652	2014	2026-06-11	Corrective	Electrical Fault	16	15212	Rahul	Low	In Progress	Idle	Belt	1.1	12
AST1653	Bengaluru	Packaging	Boiler	Machine-653	2022	2026-04-10	Corrective	Motor Failure	6.1	26002	Meena	Critical	Pending	Under Maintenance	Valve	3	4
AST1654	Bengaluru	Assembly	Compressor	Machine-654	2020	2026-06-13	Preventive	Motor Failure	8.4	16860	Priya	Medium	In Progress	Under Maintenance	Valve	5.9	6
AST1655	Bengaluru	Assembly	Compressor	Machine-655	2019	2026-03-07	Corrective	Sensor Fault	8.3	24540	Kumar	Low	In Progress	Idle	Belt	3.7	7
AST1656	Vizag	Quality	CNC Machine	Machine-656	2021	2026-04-30	Corrective	Sensor Fault	5.3	3119	Kumar	Critical	Completed	Under Maintenance	None	1.2	5
AST1657	Bengaluru	Utilities	Generator	Machine-657	2015	2026-03-17	Corrective	Sensor Fault	16.7	7949	Ravi	Low	In Progress	Active	Belt	2.4	11
AST1658	Pune	Packaging	CNC Machine	Machine-658	2017	2026-06-22	Corrective	No Failure	15.3	13993	Rahul	Medium	Pending	Idle	Belt	9.2	9
AST1659	Pune	Packaging	Robot Arm	Machine-659	2014	2026-07-17	Preventive	Overheating	17.1	39507	Rahul	Low	In Progress	Idle	Belt	9.9	12
AST1660	Chennai	Production	Pump	Machine-660	2016	2026-04-12	Corrective	Overheating	4.6	39969	Meena	Critical	Pending	Under Maintenance	Sensor	8	10
AST1661	Vizag	Quality	Compressor	Machine-661	2019	2026-02-18	Preventive	Electrical Fault	1	10606	Meena	Medium	In Progress	Idle	Bearing	5.2	7
AST1662	Pune	Production	Boiler	Machine-662	2024	2026-04-01	Preventive	Overheating	13.8	36732	Anil	High	Pending	Active	Belt	8	2
AST1663	Pune	Utilities	Pump	Machine-663	2016	2026-02-09	Corrective	Electrical Fault	10.5	27117	Priya	Medium	In Progress	Active	Belt	4.2	10
AST1664	Pune	Utilities	Boiler	Machine-664	2021	2026-01-28	Corrective	Sensor Fault	2.1	8336	Rahul	Medium	Completed	Idle	Belt	5.1	5
AST1665	Hyderabad	Quality	CNC Machine	Machine-665	2016	2026-02-20	Preventive	Sensor Fault	12	6086	Priya	Low	In Progress	Idle	Bearing	2.1	10
AST1666	Chennai	Assembly	Compressor	Machine-666	2020	2026-04-11	Corrective	Overheating	13.5	26993	Kumar	Medium	Completed	Under Maintenance	Valve	8.3	6
AST1667	Chennai	Utilities	Generator	Machine-667	2024	2026-05-02	Predictive	Electrical Fault	4.1	31578	Anil	Medium	Completed	Active	Valve	1.1	2
AST1668	Chennai	Utilities	CNC Machine	Machine-668	2020	2026-06-04	Predictive	Overheating	8.6	39257	Ravi	Low	In Progress	Idle	Valve	3.8	6
AST1669	Pune	Quality	Generator	Machine-669	2025	2026-07-22	Corrective	Motor Failure	7.8	13268	Meena	Critical	In Progress	Under Maintenance	None	2.2	1
AST1670	Vizag	Assembly	Compressor	Machine-670	2023	2026-01-25	Predictive	Motor Failure	5.3	42662	Meena	High	Pending	Active	None	7.4	3
AST1671	Vizag	Utilities	Conveyor	Machine-671	2017	2026-05-07	Predictive	Bearing Failure	13.7	34556	Anil	Critical	In Progress	Active	Sensor	2.5	9
AST1672	Hyderabad	Assembly	Pump	Machine-672	2014	2026-04-29	Corrective	No Failure	8.6	24021	Rahul	Critical	Completed	Under Maintenance	Bearing	0.6	12
AST1673	Chennai	Packaging	Pump	Machine-673	2015	2026-07-01	Corrective	Overheating	8.6	6909	Meena	Medium	Pending	Under Maintenance	Motor	5	11
AST1674	Chennai	Assembly	Generator	Machine-674	2018	2026-02-11	Preventive	Sensor Fault	2.7	27114	Kumar	Low	Pending	Active	None	3.1	8
